启运港,目的港,航线ID,港口ID,开航日,航程,共舱船公司,船名,航次,船型,计划开航,实际离港,预计到港,启运港码头,目的港码头
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EUREKA,546E,13092TEU,2025/11/21,2025/11/21,2025/12/24,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,AMBITION,548E,13100TEU,2025/11/30,,2026/1/2,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EDIRNE,549E,13092TEU,2025/12/6,,2026/1/8,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EL PALOMAR,550E,12800TEU,2025/12/13,,2026/1/15,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EL ALTO,552E,12800TEU,2025/12/27,,2026/1/29,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EMERALD,601E,13092TEU,2026/1/3,,2026/2/5,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BALBOA(巴尔博亚),918,19,周日,33,MAERSK（AC2） 南美直航,MAERSK EL BOSQUE,602E,12800TEU,2026/1/10,,2026/2/12,QQCT,BALBOA TML/PANAMA PORTS COMPANY-PORT OF BALBOA
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM UNITY,0MEM9W1MA,14846TEU,2025/11/4,2025/11/4,2025/12/25,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM GRACE BAY,0MEMBW1MA,15254TEU,2025/11/10,2025/11/10,2025/12/31,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM IGUACU,0MEMFW1MA,14812TEU,2025/11/22,2025/11/22,2026/1/12,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM SCANDOLA,0MEMHW1MA,15128TEU,2025/11/28,,2026/1/18,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM KIMBERLEY,0MEMJW1MA,15254TEU,2025/12/5,,2026/1/25,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,待定,待定,,2025/12/12,,2026/2/1,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM GREENLAND,0MEMNW1MA,15254TEU,2025/12/19,,2026/2/8,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM BALI,0MEMPW1MA,14812TEU,2025/12/26,,2026/2/15,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM JULES VERNE,0MEMTW1MA,16022TEU,2026/1/9,,2026/3/1,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),336,19,周三,51,CMA（MEX1） | COSCO（AEM2） | EMC（MEX1） | OOCL（WM2） 地中海直航,CMA CGM BIG SUR,0MEMRW1MA,15254TEU,2026/1/2,,2026/2/22,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2236,19,周四,39,泰赢（PAX） 地中海直航,PANDA 001,523W,5527TEU,2025/11/9,2025/11/10,2025/12/18,QQCTN,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2236,19,周四,39,泰赢（PAX） 地中海直航,JADRANA,524W,4957TEU,2025/11/23,,2026/1/1,QQCTN,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2236,19,周四,39,泰赢（PAX） 地中海直航,PANDA 006,525W,6864TEU,2025/12/7,,2026/1/15,QQCTN,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2236,19,周四,39,泰赢（PAX） 地中海直航,PANDA 009,601W,5527TEU,2026/1/4,,2026/2/12,QQCTN,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2236,19,周四,39,泰赢（PAX） 地中海直航,PANDA 008,602W,6078TEU,2026/1/18,,2026/2/26,QQCTN,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM MOONSTONE,4W,7000TEU,2025/11/1,2025/11/2,2025/12/14,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM SPINEL,6W,7000TEU,2025/11/8,2025/11/8,2025/12/21,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,BLANK SAILING,BLANK SAILING,,2025/11/13,,,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,NINGBO,89W,8200TEU,2025/11/19,2025/11/19,2026/1/1,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,JASPER,6W,7000TEU,2025/11/29,,2026/1/11,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM NORFOLK,20W,9115TEU,2025/12/12,,2026/1/24,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM RUBY,7W,7000TEU,2025/12/19,,2026/1/31,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,SHENZHEN,14W,8586TEU,2025/12/25,,2026/2/6,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),2082,19,周四,43,ZIM（ZMP） 地中海直航,ZIM DIAMOND,6W,7000TEU,2026/1/8,,2026/2/20,QQCTN,APM TERMINALS BARCELONA
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC CELESTINO MARESCA,GJ544W,24116TEU,2025/11/6,2025/11/6,2026/1/2,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC MICHEL CAPPELLINI,GJ545W,24346TEU,2025/11/15,2025/11/15,2026/1/11,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC SALERNO,GJ546W,16196TEU,2025/11/20,2025/11/20,2026/1/16,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC MELATILDE,GJ547W,14036TEU,2025/11/26,,2026/1/22,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC DIANA,GJ549W,19472TEU,2025/12/9,,2026/2/4,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC RIFAYA,GJ550W,19472TEU,2025/12/16,,2026/2/11,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC NEW YORK,GJ551W,16652TEU,2025/12/18,,2026/2/13,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC INGY,GJ552W,19472TEU,2025/12/25,,2026/2/20,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC NICOLA MASTRO,GJ602W,24116TEU,2026/1/8,,2026/3/6,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),BARCELONA(巴塞罗纳),19,19,周四,57,MSC（JADE） 地中海直航,MSC TESSA,GJ603W,24116TEU,2026/1/16,,2026/3/14,QQCT,BEST/BARCELONA EUROPE SOUTH TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2510S,2556TEU,2025/11/8,2025/11/8,2025/11/19,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2511S,2806TEU,2025/11/12,2025/11/12,2025/11/23,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TS NANSHA,25011S,2693TEU,2025/11/21,2025/11/21,2025/12/2,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,SITC YUNCHENG,2511S,2433TEU,2025/11/27,,2025/12/8,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2511S,2556TEU,2025/12/7,,2025/12/18,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,TS NANSHA,25012S,2693TEU,2025/12/16,,2025/12/27,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,SITC YUNCHENG,2512S,2433TEU,2025/12/25,,2026/1/5,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC SEOUL,2512S,2556TEU,2025/12/31,,2026/1/11,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2513S,2806TEU,2026/1/5,,2026/1/16,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),316,19,周一,11,CNC（KCM） | KMTC（KCM） | SITC（KCM） | TSL（KCM） 新马直航,KMTC PENANG,2512S,2806TEU,2025/12/12,,2025/12/23,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,KMTC JEBEL ALI,2506W,4275TEU,2025/11/5,2025/11/5,2025/11/23,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,INTERASIA HORIZON,W051,4250TEU,2025/11/15,2025/11/15,2025/12/3,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 522,W035,4255TEU,2025/11/22,2025/11/22,2025/12/10,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 510,W193,4250TEU,2025/11/28,,2025/12/16,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 521,W037,4178TEU,2025/12/2,,2025/12/20,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,KMTC JEBEL ALI,2507W,4275TEU,2025/12/20,,2026/1/7,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,INTERASIA HORIZON,W052,4250TEU,2025/12/22,,2026/1/9,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 522,W036,4255TEU,2025/12/29,,2026/1/16,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 510,W194,4250TEU,2026/1/5,,2026/1/23,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,WAN HAI 521,W038,4178TEU,2026/1/12,,2026/1/30,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,TIGER CHENNAI,2508W,3158TEU,2025/11/6,2025/11/6,2025/11/24,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,TIGER CHENNAI,2509W,3158TEU,2025/12/8,,2025/12/26,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1857,19,周一,18,BTL 孟虎航运（CCS） | IAL 运达航运（CI5） | KMTC（FME2） 印度直航,TIGER CHENNAI,2510W,3158TEU,2026/1/19,,2026/2/6,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VERA,0256-016S,3000TEU,2025/11/6,2025/11/6,2025/11/18,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VIVA,0258-013S,3000TEU,2025/11/12,2025/11/12,2025/11/24,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VERVE,0259-005S,3000TEU,2025/11/16,2025/11/16,2025/11/28,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VISTA,0261-005S,3000TEU,2025/11/30,,2025/12/12,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VIVA,0263-014S,3000TEU,2025/12/9,,2025/12/21,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VERVE,0264-006S,3000TEU,2025/12/16,,2025/12/28,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VISTA,0265-006S,3000TEU,2025/12/27,,2026/1/8,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),1846,19,周二,12,EMC（NCS） 马来西亚直航,EVER VERA,0266-018S,3000TEU,2025/12/30,,2026/1/11,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 511,W104,4532TEU,2025/11/8,2025/11/7,2025/11/23,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,BLANK SAILING,BLANK SAILING,,2025/11/13,,,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,INTERASIA ENGAGE,W035,2782TEU,2025/11/21,2025/11/21,2025/12/6,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 611,W081,5610TEU,2025/11/30,,2025/12/15,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 511,W105,4532TEU,2025/12/18,,2026/1/2,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 612,W085,5610TEU,2025/12/25,,2026/1/9,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,INTERASIA ENGAGE,W036,2782TEU,2026/1/1,,2026/1/16,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 611,W082,5610TEU,2026/1/8,,2026/1/23,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,WAN HAI 512,W118,4680TEU,2025/12/11,,2025/12/26,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),910,19,周四,15,IAL 运达航运（ICI） | RCL（RNI6） | WHL（CI2） 印度直航,待定,待定,,2026/1/15,,2026/1/30,QQCTN,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,MAERSK KOWLOON,544W,7471TEU,2025/11/5,2025/11/5,2025/11/22,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS BARDSEY,25045W,4957TEU,2025/11/6,2025/11/10,2025/11/23,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,X-PRESS CASSIOPEIA,25047W,7000TEU,2025/11/26,,2025/12/13,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
QINGDAO(青岛),PORT KELANG N(巴生北),377,19,周五,17,ITM（NWX） | KMTC（NWX） | ONE（NPI） | 锦江航运（NWX） 印巴直航,GSL GRANIA,548W,7849TEU,2025/11/30,,2025/12/17,QQCT,NORTHPORT/PORT KLANG NORTHPORT CONTAINER TERMINAL
